Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),Batch ID,Fault flag
35.2,55,100,43,0.0,46.928,129.53,0.0001,0,0.9,0,0.0027677,11.642,1.548,60926,65896.0,6.5098,298.02,636.25,0.98468,0.0,,35,,1.0665,0.19228,,,0.68822,0,,0,1,1,53,53,0,28308.0,28459.0
35.4,55,100,43,0.0,43.548,128.6,0.0001,0,0.9,0,0.0027563,11.604,1.5796,60938,65917.0,6.5059,298.02,636.23,0.98939,0.0,,35,,1.0751,0.19218,,,0.69153,0,,0,1,1,53,53,0,28957.0,28774.0
35.6,55,100,43,0.0,41.704,129.52,0.0001,0,0.9,0,0.0027259,11.57,1.6118,60949,65938.0,6.5002,298.02,634.64,0.99409,0.0,,35,,1.0851,0.19207,,,0.69482,0,,0,1,1,53,53,0,28107.0,28425.0
35.8,55,100,43,0.0,42.156,128.5,0.0001,0,0.9,0,0.0026814,11.552,1.6445,60961,65959.0,6.4965,298.02,634.39,0.99876,0.0,,35,,1.0927,0.19198,,,0.69809,0,,0,1,1,53,53,0,29260.0,29411.0
36.0,55,100,43,0.0,44.053,128.92,0.0001,0,0.9,0,0.0026528,11.536,1.6777,60973,65980.0,6.4952,298.01,630.84,1.0034,0.0,777.53,35,1779.3,1.0989,0.1919,1.548,12.495,0.70133,0,35.223,0,1,1,53,53,0,28416.0,28401.0
36.2,55,100,47,0.0,46.506,125.27,0.0001,0,0.9,0,0.0028372,11.401,1.7088,60986,66003.0,6.4934,298.0,628.86,1.0082,0.0,,35,,1.1156,0.19172,,,0.70469,0,,0,1,1,53,53,0,29562.0,29547.0
36.4,55,100,47,0.0,49.686,123.16,0.0001,0,0.9,0,0.00283,11.366,1.7401,61000,66026.0,6.4944,298.0,628.95,1.0131,0.0,,35,,1.1211,0.19166,,,0.70812,0,,0,1,1,53,53,0,29208.0,29693.0
36.6,55,100,47,0.0,52.447,123.24,0.0001,0,0.9,0,0.0028417,11.332,1.7716,61014,66050.0,6.4999,298.0,628.57,1.018,0.0,,35,,1.1199,0.19166,,,0.71157,0,,0,1,1,53,53,0,29855.0,29674.0
36.8,55,100,47,0.0,52.99,122.72,0.0001,0,0.9,0,0.0028512,11.298,1.8031,61028,66074.0,6.5056,298.0,628.82,1.0229,0.0,,35,,1.1248,0.1916,,,0.71504,0,,0,1,1,53,53,0,29503.0,29988.0
37.0,55,100,47,0.0,51.249,122.92,0.0001,0,0.9,0,0.0028025,11.288,1.8354,61042,66097.0,6.51,298.0,628.51,1.0278,0.0,,35,,1.1288,0.19155,,,0.71848,0,,0,1,1,53,53,0,30154.0,29807.0
37.2,55,100,47,0.0,47.781,122.46,0.0001,0,0.9,0,0.0026806,11.326,1.8694,61056,66120.0,6.5099,298.0,629.29,1.0326,0.0,,35,,1.1124,0.19171,,,0.72184,0,,0,1,1,53,53,0,29314.0,29300.0
37.4,55,100,47,0.0,44.348,123.31,0.0001,0,0.9,0,0.0026316,11.3,1.904,61069,66142.0,6.5075,298.0,628.77,1.0374,0.0,,35,,1.1163,0.19166,,,0.72516,0,,0,1,1,53,53,0,30476.0,30630.0
37.6,55,100,47,0.0,41.895,122.64,0.0001,0,0.9,0,0.0026787,11.211,1.9386,61081,66164.0,6.5017,298.01,632.13,1.0421,0.0,,35,,1.1418,0.19138,,,0.7285,0,,0,1,1,53,53,0,30639.0,30459.0
37.8,55,100,47,0.0,41.732,126.65,0.0001,0,0.9,0,0.0026796,11.194,1.973,61093,66186.0,6.4974,298.02,634.39,1.0469,0.0,,35,,1.138,0.19141,,,0.73185,0,,0,1,1,53,53,0,30801.0,30454.0
38.0,55,100,47,0.0,43.3,129.65,0.0001,0,0.9,0,0.002656,11.182,2.0078,61105,66208.0,6.4938,298.02,633.94,1.0517,0.0,,35,,1.137,0.19142,,,0.73519,0,,0,1,1,53,53,0,29964.0,29785.0
38.2,55,100,47,0.0,46.316,129.7,0.0001,0,0.9,0,0.0026341,11.178,2.0431,61119,66230.0,6.4901,298.01,632.15,1.0564,0.0,,35,,1.1323,0.19146,,,0.73851,0,,0,1,1,53,53,0,30630.0,30451.0
38.4,55,100,47,0.0,50.806,128.15,0.0001,0,0.9,0,0.0026138,11.148,2.0788,61133,66254.0,6.4903,298.01,632.95,1.0611,0.0,,35,,1.1414,0.19135,,,0.74183,0,,0,1,1,53,53,0,30798.0,30286.0
38.6,55,100,47,0.0,55.183,129.53,0.0001,0,0.9,0,0.0025707,11.158,2.1151,61147,66278.0,6.4942,298.01,632.14,1.0658,0.0,,35,,1.1376,0.19138,,,0.74511,0,,0,1,1,53,53,0,30469.0,30290.0
38.8,55,100,47,0.0,58.009,128.99,0.0001,0,0.9,0,0.0025896,11.105,2.1512,61163,66303.0,6.5004,298.01,632.56,1.0705,0.0,,35,,1.1478,0.19127,,,0.7484,0,,0,1,1,53,53,0,31139.0,30961.0
39.0,55,100,47,0.0,58.378,129.88,0.0001,0,0.9,0,0.0025747,11.084,2.1874,61178,66328.0,6.5049,298.01,632.23,1.0752,0.0,,35,,1.1522,0.19121,,,0.7517,0,,0,1,1,53,53,0,31309.0,31631.0
39.2,55,100,47,0.0,56.957,129.89,0.0001,0,0.9,0,0.0026067,11.039,2.2234,61194,66353.0,6.5061,298.0,630.54,1.0799,0.0,,35,,1.1568,0.19116,,,0.75501,0,,0,1,1,53,53,0,31478.0,31301.0
39.4,55,100,47,0.0,55.034,128.23,0.0001,0,0.9,0,0.0025839,11.007,2.2596,61208,66377.0,6.5043,297.99,627.32,1.0847,0.0,,35,,1.1636,0.19108,,,0.75832,0,,0,1,1,53,53,0,31149.0,31305.0
39.6,55,100,47,0.0,53.844,124.53,0.0001,0,0.9,0,0.0025641,10.994,2.2963,61223,66401.0,6.5011,297.99,626.07,1.0894,0.0,,35,,1.1599,0.19111,,,0.76162,0,,0,1,1,53,53,0,31822.0,31478.0
39.8,55,100,47,0.0,53.943,122.83,0.0001,0,0.9,0,0.0025762,10.951,2.3331,61238,66425.0,6.4972,297.99,627.44,1.0941,0.0,,35,,1.1711,0.19098,,,0.76492,0,,0,1,1,53,53,0,32495.0,32152.0
40.0,55,100,47,0.0,55.573,124.08,0.0001,0,0.9,0,0.0025885,10.899,2.3701,61253,66450.0,6.4942,298.0,629.2,1.0988,0.0,,35,,1.187,0.19081,,,0.76823,0,,0,1,1,53,53,0,32169.0,31660.0
40.2,60,100,51,0.0,58.402,125.92,0.0001,0,1.1,0,0.0028257,12.577,2.4045,61271,66478.0,6.4932,298.02,633.82,1.0192,10.0,,35,,1.2025,0.19184,,,0.77719,0,,0,1,1,53,53,0,31831.0,32155.0
40.4,60,100,51,0.0,61.643,131.43,0.0001,0,1.1,0,0.0027504,12.594,2.4401,61290,66507.0,6.4942,298.02,635.76,1.0195,10.0,,35,,1.1794,0.19206,,,0.77744,0,,0,1,1,53,53,0,32998.0,33156.0
40.6,60,100,51,0.0,64.475,134.22,0.0001,0,1.1,0,0.0027858,12.558,2.4754,61309,66536.0,6.4965,298.03,637.9,1.0239,10.0,,35,,1.1867,0.19198,,,0.78076,0,,0,1,1,53,53,0,32164.0,32656.0
40.8,60,100,51,0.0,66.381,137.59,0.0001,0,1.1,0,0.0027995,12.518,2.5109,61329,66566.0,6.4996,298.04,640.21,1.0285,10.0,,35,,1.1957,0.19189,,,0.78427,0,,0,1,1,53,53,0,32331.0,32323.0
41.0,60,100,51,0.0,67.067,141.43,0.0001,0,1.1,0,0.0027837,12.492,2.5465,61349,66596.0,6.5034,298.03,639.27,1.0331,10.0,,35,,1.2077,0.19176,,,0.78779,0,,0,1,1,53,53,0,32999.0,32991.0
41.2,60,100,51,0.0,66.222,141.66,0.0001,0,1.1,0,0.0027598,12.477,2.5825,61369,66625.0,6.5067,298.03,637.12,1.0376,10.0,,35,,1.2051,0.19178,,,0.79129,0,,0,1,1,53,53,0,33668.0,33493.0
41.4,60,100,51,0.0,64.07,140.39,0.0001,0,1.1,0,0.0027649,12.435,2.6187,61388,66655.0,6.5091,298.02,635.56,1.0422,10.0,,35,,1.2112,0.19171,,,0.7948,0,,0,1,1,53,53,0,32838.0,32664.0
41.6,60,100,51,0.0,60.956,139.58,0.0001,0,1.1,0,0.0027421,12.42,2.6552,61407,66683.0,6.5086,298.03,637.85,1.0468,10.0,,35,,1.2103,0.19171,,,0.79829,0,,0,1,1,53,53,0,34010.0,34503.0
41.8,60,100,51,0.0,58.032,143.18,0.0001,0,1.1,0,0.0027146,12.397,2.6922,61426,66711.0,6.506,298.03,638.59,1.0513,10.0,,35,,1.21,0.19171,,,0.80177,0,,0,1,1,53,53,0,33684.0,33844.0
42.0,60,100,51,0.0,56.17,145.12,0.0001,0,1.1,0,0.0027479,12.343,2.729,61443,66739.0,6.501,298.03,637.15,1.0559,10.0,,35,,1.213,0.19167,,,0.80526,0,,0,1,1,53,53,0,34358.0,34851.0
42.2,60,100,51,0.0,56.287,144.58,0.0001,0,1.1,0,0.0026587,12.358,2.7675,61461,66767.0,6.4972,298.01,632.35,1.0604,10.0,,35,,1.2105,0.19168,,,0.80872,0,,0,1,1,53,53,0,33539.0,33699.0
42.4,60,100,51,0.0,57.911,139.86,0.0001,0,1.1,0,0.0026094,12.349,2.8067,61479,66795.0,6.4939,297.99,627.29,1.0649,10.0,,35,,1.2159,0.19162,,,0.81213,0,,0,1,1,53,53,0,34724.0,34885.0
42.6,60,100,51,0.0,60.857,134.31,0.0001,0,1.1,0,0.0026001,12.34,2.8462,61498,66824.0,6.4926,297.99,627.46,1.0693,10.0,,35,,1.2055,0.19171,,,0.81553,0,,0,1,1,53,53,0,33910.0,33738.0
42.8,60,100,51,0.0,64.349,134.37,0.0001,0,1.1,0,0.0025145,12.392,2.8867,61518,66853.0,6.4928,297.99,625.89,1.0737,10.0,,35,,1.1857,0.19189,,,0.81887,0,,0,1,1,53,53,0,34602.0,34764.0
43.0,60,100,51,0.0,67.743,132.23,0.0001,0,1.1,0,0.0025186,12.35,2.9273,61538,66883.0,6.4924,297.98,624.9,1.078,10.0,,35,,1.1948,0.1918,,,0.82219,0,,0,1,1,53,53,0,34294.0,34289.0
43.2,60,100,51,0.0,71.29,130.63,0.0001,0,1.1,0,0.0025461,12.294,2.9677,61559,66914.0,6.4956,297.98,623.19,1.0824,10.0,,35,,1.2102,0.19164,,,0.82555,0,,0,1,1,53,53,0,34485.0,34814.0
43.4,60,100,51,0.0,73.571,128.02,0.0001,0,1.1,0,0.0025752,12.279,3.0081,61580,66945.0,6.4987,297.97,621.35,1.0868,10.0,,35,,1.1989,0.19174,,,0.82892,0,,0,1,1,53,53,0,35676.0,36005.0
43.6,60,100,51,0.0,74.627,125.05,0.0001,0,1.1,0,0.0025395,12.253,3.0488,61602,66976.0,6.5015,297.97,621.7,1.0912,10.0,,35,,1.2098,0.19163,,,0.83229,0,,0,1,1,53,53,0,35368.0,34864.0
43.8,60,100,51,0.0,74.564,124.48,0.0001,0,1.1,0,0.002512,12.242,3.0899,61623,67008.0,6.5025,297.97,620.63,1.0956,10.0,,35,,1.2115,0.19161,,,0.83564,0,,0,1,1,53,53,0,35062.0,35225.0
44.0,60,100,51,0.0,74.076,122.19,0.0001,0,1.1,0,0.0024988,12.246,3.1315,61644,67039.0,6.5041,297.97,621.79,1.0999,10.0,,35,,1.2037,0.19167,,,0.83895,0,,0,1,1,53,53,0,36259.0,36589.0
44.2,60,100,57,0.0,72.949,122.46,0.0001,0,1.1,0,0.0028106,12.003,3.1694,61667,67072.0,6.5028,297.98,624.13,1.1045,10.0,,35,,1.2415,0.1913,,,0.84247,0,,0,1,1,53,53,0,35938.0,36435.0
44.4,60,100,57,0.0,72.372,124.24,0.0001,0,1.1,0,0.0028136,11.961,3.2072,61689,67104.0,6.5021,297.99,627.6,1.1093,10.0,,35,,1.2521,0.19119,,,0.8461,0,,0,1,1,53,53,0,35616.0,35280.0
44.6,60,100,57,0.0,72.063,127.66,0.0001,0,1.1,0,0.0027707,11.962,3.2455,61711,67137.0,6.5006,298.0,629.73,1.114,10.0,,35,,1.2446,0.19125,,,0.84973,0,,0,1,1,53,53,0,36796.0,36961.0
44.8,60,100,57,0.0,72.337,129.88,0.0001,0,1.1,0,0.0027665,11.93,3.2841,61734,67169.0,6.501,298.02,634.75,1.1187,10.0,,35,,1.2549,0.19115,,,0.85333,0,,0,1,1,53,53,0,36979.0,36477.0
45.0,60,100,57,0.0,72.471,135.87,0.0001,0,1.1,0,0.0027147,11.952,3.3235,61756,67202.0,6.5027,298.02,634.78,1.1234,10.0,,35,,1.2421,0.19126,,,0.8569,0,,0,1,1,53,53,0,37165.0,37330.0
45.2,60,100,57,0.0,71.901,136.47,0.0001,0,1.1,0,0.0026679,11.941,3.3638,61778,67234.0,6.5044,298.02,634.34,1.128,10.0,,35,,1.2488,0.19119,,,0.86042,0,,0,1,1,53,53,0,36854.0,36687.0
45.4,60,100,57,0.0,70.681,136.65,0.0001,0,1.1,0,0.002623,11.928,3.4051,61800,67266.0,6.5058,298.02,636.25,1.1326,10.0,,35,,1.2465,0.1912,,,0.8639,0,,0,1,1,53,53,0,37050.0,37049.0
45.6,60,100,57,0.0,68.901,139.58,0.0001,0,1.1,0,0.0026306,11.907,3.4464,61821,67298.0,6.5074,298.03,637.98,1.1371,10.0,,35,,1.2532,0.19113,,,0.86736,0,,0,1,1,53,53,0,36745.0,36578.0
45.8,60,100,57,0.0,66.46,142.49,0.0001,0,1.1,0,0.00261,11.854,3.4883,61842,67329.0,6.5066,298.02,635.9,1.1416,10.0,,35,,1.2707,0.19095,,,0.87082,0,,0,1,1,53,53,0,37943.0,38110.0
46.0,60,100,57,0.0,64.338,141.07,0.0001,0,1.1,0,0.0025948,11.833,3.5303,61863,67360.0,6.5042,298.02,634.06,1.1461,10.0,,35,,1.2774,0.19088,,,0.87426,0,,0,1,1,53,53,0,37642.0,37309.0
46.2,60,100,57,0.0,63.195,139.79,0.0001,0,1.1,0,0.0025866,11.792,3.5729,61884,67390.0,6.4999,298.0,629.95,1.1506,10.0,,35,,1.2895,0.19076,,,0.87769,0,,0,1,1,53,53,0,38344.0,38678.0
46.4,60,100,57,0.0,63.761,135.55,0.0001,0,1.1,0,0.0025677,11.78,3.6158,61904,67421.0,6.4968,298.0,628.18,1.155,10.0,,35,,1.2863,0.19078,,,0.88111,0,,0,1,1,53,53,0,37547.0,37548.0
46.6,60,100,57,0.0,65.576,133.61,0.0001,0,1.1,0,0.0025732,11.758,3.6588,61925,67452.0,6.4966,298.0,629.36,1.1595,10.0,,35,,1.2844,0.19079,,,0.88453,0,,0,1,1,53,53,0,38250.0,37918.0
46.8,60,100,57,0.0,67.458,134.92,0.0001,0,1.1,0,0.002597,11.712,3.7014,61946,67483.0,6.4945,297.99,627.63,1.164,10.0,,35,,1.2947,0.19068,,,0.88796,0,,0,1,1,53,53,0,38452.0,38120.0
47.0,60,100,57,0.0,70.166,132.83,0.0001,0,1.1,0,0.0025606,11.695,3.7446,61968,67515.0,6.4964,298.0,628.3,1.1685,10.0,,35,,1.3064,0.19056,,,0.89139,0,,0,1,1,53,53,0,39156.0,39325.0
47.2,60,100,57,0.0,72.102,133.45,0.0001,0,1.1,0,0.0025123,11.698,3.7882,61990,67548.0,6.4991,297.99,626.38,1.1729,10.0,,35,,1.31,0.19052,,,0.89478,0,,0,1,1,53,53,0,39363.0,38865.0
47.4,60,100,57,0.0,72.972,131.0,0.0001,0,1.1,0,0.0024158,11.739,3.833,62013,67580.0,6.5011,297.98,623.08,1.1772,10.0,,35,,1.2988,0.19062,,,0.8981,0,,0,1,1,53,53,0,39075.0,39245.0
47.6,60,100,57,0.0,73.07,126.74,0.0001,0,1.1,0,0.0024548,11.697,3.8775,62035,67613.0,6.5037,297.98,623.14,1.1816,10.0,,35,,1.3007,0.19059,,,0.9014,0,,0,1,1,53,53,0,39786.0,39623.0
47.8,60,100,57,0.0,72.12,126.09,0.0001,0,1.1,0,0.0024502,11.664,3.9221,62057,67645.0,6.5065,297.98,622.83,1.1859,10.0,,35,,1.3097,0.1905,,,0.90471,0,,0,1,1,53,53,0,38997.0,39168.0
48.0,60,100,57,0.0,70.039,124.91,0.0001,0,1.1,0,0.0024446,11.631,3.9669,62079,67677.0,6.5095,297.98,622.76,1.1902,10.0,747.36,35,1824.7,1.3174,0.19042,3.7882,16.041,0.90802,0,49.303,0,1,1,53,53,0,40210.0,40547.0
48.2,60,100,61,0.0,66.776,123.99,0.0001,0,1.1,0,0.0026537,11.413,4.0095,62101,67709.0,6.5074,297.99,627.17,1.1947,10.0,,35,,1.375,0.18986,,,0.91146,0,,0,1,1,53,53,0,39412.0,39083.0
48.4,60,100,61,0.0,64.34,128.38,0.0001,0,1.1,0,0.0026419,11.379,4.0524,62122,67741.0,6.5024,298.0,629.57,1.1993,10.0,,35,,1.3834,0.18977,,,0.91498,0,,0,1,1,53,53,0,39614.0,39619.0
48.6,60,100,61,0.0,63.915,130.83,0.0001,0,1.1,0,0.0026495,11.327,4.0953,62143,67773.0,6.4961,298.02,634.09,1.2039,10.0,,35,,1.3903,0.1897,,,0.91851,0,,0,1,1,53,53,0,39817.0,39989.0
48.8,60,100,61,0.0,66.012,136.14,0.0001,0,1.1,0,0.0026353,11.295,4.1384,62165,67805.0,6.4897,298.02,635.94,1.2085,10.0,,35,,1.4045,0.18955,,,0.92205,0,,0,1,1,53,53,0,41022.0,40527.0
49.0,60,100,61,0.0,70.652,138.82,0.0001,0,1.1,0,0.0025418,11.346,4.1826,62188,67838.0,6.4877,298.01,632.71,1.2131,10.0,,35,,1.4081,0.18951,,,0.92552,0,,0,1,1,53,53,0,40731.0,41071.0
49.2,60,100,61,0.0,76.062,135.79,0.0001,0,1.1,0,0.0024944,11.349,4.2276,62212,67872.0,6.4884,298.01,631.88,1.2175,10.0,,35,,1.4091,0.18949,,,0.92892,0,,0,1,1,53,53,0,41444.0,41617.0
49.4,60,100,61,0.0,81.219,135.32,0.0001,0,1.1,0,0.0024953,11.328,4.2725,62236,67907.0,6.4922,298.0,629.11,1.2219,10.0,,35,,1.4162,0.18942,,,0.93232,0,,0,1,1,53,53,0,41157.0,40997.0
49.6,60,100,61,0.0,84.862,132.39,0.0001,0,1.1,0,0.0024661,11.343,4.3177,62262,67943.0,6.4971,297.99,626.65,1.2263,10.0,,35,,1.4071,0.18949,,,0.93569,0,,0,1,1,53,53,0,41872.0,41379.0
49.8,60,100,61,0.0,86.55,129.52,0.0001,0,1.1,0,0.0024441,11.351,4.3632,62288,67979.0,6.5011,297.98,624.63,1.2307,10.0,,35,,1.3922,0.18963,,,0.93904,0,,0,1,1,53,53,0,41087.0,40928.0
50.0,60,100,61,0.0,86.622,126.85,0.0001,0,1.1,0,0.0024334,11.33,4.4093,62314,68015.0,6.505,297.97,621.28,1.2351,10.0,,35,,1.3929,0.18961,,,0.94237,0,,0,1,1,53,53,0,41806.0,42147.0
50.2,60,100,61,0.0,85.139,122.33,0.0001,500,1.1,0,0.0023878,12.84,4.4491,62439,68151.0,6.5035,297.86,588.23,1.2394,10.0,,35,,1.0706,0.19266,,,0.94568,0,,0,1,1,53,53,0,41500.0,41342.0
50.4,60,100,61,0.0,84.274,36.7,181.54,500,1.1,0,0.0023139,12.907,4.4893,62565,68286.0,6.5,298.42,751.08,1.2436,10.0,,35,,1.0343,0.19299,,,0.94892,0,,0,1,1,53,53,0,42196.0,42371.0
50.6,60,100,61,0.0,84.794,224.05,18.154,500,1.1,0,0.0023319,12.901,4.5296,62690,68422.0,6.4984,298.21,691.05,1.2479,10.0,,35,,1.0271,0.19305,,,0.95217,0,,0,1,1,53,53,0,41893.0,41735.0
50.8,60,100,61,0.0,85.95,164.9,1.8154,500,1.1,0,0.0023431,12.878,4.5697,62816,68558.0,6.4972,298.03,637.66,1.2521,10.0,,35,,1.0536,0.1928,,,0.95543,0,,0,1,1,53,53,0,42589.0,42431.0
51.0,60,100,61,0.0,87.598,111.72,0.18154,500,1.1,0,0.002405,12.835,4.6095,62942,68694.0,6.4933,297.92,605.01,1.2564,10.0,,35,,1.0708,0.19262,,,0.95874,0,,0,1,1,53,53,0,42283.0,42126.0
51.2,60,100,61,0.0,90.817,33.516,115.91,500,1.1,0,0.0023645,12.883,4.6494,63068,68831.0,6.4904,298.27,708.63,1.2608,10.0,,35,,1.0706,0.19262,,,0.96205,0,,0,1,1,53,53,0,42478.0,42154.0
51.4,60,100,61,0.0,95.169,152.31,11.591,500,1.1,0,0.0022937,12.946,4.6902,63196,68969.0,6.4918,298.12,664.42,1.265,10.0,,35,,1.0743,0.19257,,,0.9653,0,,0,1,1,53,53,0,42676.0,43187.0
51.6,60,100,61,0.0,98.941,108.25,1.1591,500,1.1,0,0.0022667,12.978,4.7309,63324,69107.0,6.4952,298.01,630.5,1.2692,10.0,,35,,1.0759,0.19255,,,0.96852,0,,0,1,1,53,53,0,43875.0,44386.0
51.8,60,100,61,0.0,101.37,74.41,0.11591,500,1.1,0,0.0022982,12.971,4.7712,63453,69246.0,6.4998,297.94,610.21,1.2734,10.0,,35,,1.0829,0.19248,,,0.97174,0,,0,1,1,53,53,0,43072.0,43250.0
52.0,60,100,61,0.0,101.98,22.323,78.876,500,1.1,0,0.0022912,12.991,4.8115,63581,69385.0,6.5046,298.18,683.19,1.2776,10.0,,35,,1.084,0.19246,,,0.97498,0,,0,1,1,53,53,0,44269.0,44280.0
52.2,60,100,65,0.0,100.68,105.01,7.8876,500,1.1,0,0.0024732,12.843,4.8504,63711,69525.0,6.5071,298.11,661.63,1.282,10.0,,35,,1.1211,0.1921,,,0.97834,0,,0,1,1,53,53,0,43958.0,43637.0
52.4,60,100,65,0.0,98.383,85.086,0.78876,500,1.1,0,0.0024442,12.857,4.8898,63839,69664.0,6.5107,298.04,640.18,1.2865,10.0,,35,,1.124,0.19206,,,0.98176,0,,0,1,1,53,53,0,44151.0,44329.0
52.6,60,100,65,0.0,94.622,65.016,0.078876,500,1.1,0,0.0024169,12.872,4.9297,63968,69803.0,6.514,298.0,627.77,1.291,10.0,,35,,1.1254,0.19204,,,0.98518,0,,0,1,1,53,53,0,44845.0,44691.0
52.8,60,100,65,0.0,89.541,52.701,0.0078876,500,1.1,0,0.0023926,12.887,4.9697,64095,69941.0,6.5159,297.97,620.03,1.2954,10.0,,35,,1.1274,0.19201,,,0.98857,0,,0,1,1,53,53,0,44041.0,43887.0
53.0,60,100,65,0.0,83.707,43.997,0.00078876,500,1.1,0,0.0023739,12.883,5.0101,64221,70077.0,6.5163,297.95,614.8,1.2998,10.0,,35,,1.14,0.19189,,,0.99194,0,,0,1,1,53,53,0,45238.0,44918.0
