Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),Batch ID,Fault flag
98.2,75,100,90,0.0,56.661,35.689,0.0001,100,1.1,0,0.00090525,13.198,11.537,86053,95277,6.516,297.99,299.51,1.9436,10,,23,,2.2864,0.18411,,,1.8577,0,,0,0,1,27,27,0,76568.0,76472.0
98.4,75,100,90,0.0,50.796,37.369,0.0001,100,1.1,0,0.00088419,13.213,11.573,86095,95331,6.5074,297.99,300.83,1.9464,10,,23,,2.2786,0.18416,,,1.8604,0,,0,0,1,27,27,0,75739.0,75977.0
98.6,75,100,90,0.0,48.35,38.001,0.0001,100,1.1,0,0.0009013,13.143,11.61,86137,95384,6.4972,298.0,304.01,1.9492,10,,23,,2.3092,0.18392,,,1.863,0,,0,0,1,27,27,0,76913.0,76651.0
98.8,75,100,90,0.0,50.003,40.345,0.0001,100,1.1,0,0.00091447,13.115,11.647,86179,95438,6.4894,298.0,306.01,1.952,10,,23,,2.3185,0.18385,,,1.8658,0,,0,0,1,27,27,0,76587.0,76658.0
99.0,75,100,90,0.0,54.747,41.958,0.0001,100,1.1,0,0.00088217,13.163,11.683,86222,95492,6.4864,298.0,304.22,1.9548,10,,23,,2.3019,0.18397,,,1.8685,0,,0,0,1,27,27,0,76257.0,76328.0
99.2,75,100,90,0.0,60.687,40.579,0.0001,100,1.1,0,0.00087428,13.168,11.718,86266,95548,6.4873,298.0,302.27,1.9576,10,,23,,2.2993,0.18398,,,1.8711,0,,0,0,1,27,27,0,76924.0,76663.0
99.4,75,100,90,0.0,66.26,38.975,0.0001,100,1.1,0,0.00088907,13.156,11.754,86312,95605,6.4917,297.99,301.59,1.9603,10,,23,,2.293,0.18402,,,1.8738,0,,0,0,1,27,27,0,76593.0,76832.0
99.6,75,100,90,0.0,70.095,38.259,0.0001,100,1.1,0,0.00088205,13.171,11.789,86358,95663,6.498,297.99,301.35,1.9631,10,,23,,2.2794,0.18412,,,1.8764,0,,0,0,1,27,27,0,76761.0,76334.0
99.8,75,100,90,0.0,71.391,37.832,0.0001,100,1.1,0,0.00085492,13.209,11.824,86404,95720,6.5048,297.99,299.83,1.9658,10,,23,,2.2622,0.18425,,,1.879,0,,0,0,1,27,27,0,77926.0,77832.0
100.0,75,100,90,0.0,69.997,36.3,0.0001,100,1.1,0,0.0008264,13.248,11.859,86451,95778,6.5117,297.98,297.03,1.9684,10,,23,,2.2417,0.1844,,,1.8816,0,,0,0,1,27,27,0,77589.0,77829.0
100.2,75,100,90,0.0,65.855,33.57,0.0001,100,1.0,-4000,0.0008677,12.342,11.894,85792,95034,6.5423,297.98,297.94,1.9608,10,,23,,2.2416,0.18442,,,1.8742,0,,0,0,1,27,27,0,77756.0,77496.0
100.4,75,100,90,0.0,49.367,33.733,0.0001,100,1.0,-4000,0.00086131,12.298,11.93,85130,94288,6.5608,297.99,299.85,1.948,10,,23,,2.2318,0.18452,,,1.8619,0,,0,0,1,27,27,0,78427.0,78001.0
100.6,75,100,90,0.51905,24.684,34.775,0.0001,100,1.0,-4000,0.00088419,12.192,11.967,84464,93536,6.5523,298.0,304.71,1.9349,10,,23,,2.2316,0.18454,,,1.8493,0,,0,0,1,27,27,0,77604.0,77511.0
100.8,75,100,90,1.041,12.342,38.502,0.0001,100,1.0,-4000,0.00086513,12.16,12.005,83795,92782,6.5292,298.01,308.0,1.9217,10,,23,,2.2252,0.18462,,,1.8366,0,,0,0,1,27,27,0,78281.0,78189.0
101.0,75,100,90,0.0,1.2194,41.311,0.0001,100,1.0,-4000,0.00086459,12.119,12.042,83124,92026,6.4961,298.02,310.25,1.9084,10,,23,,2.2124,0.18474,,,1.8238,0,,0,0,1,27,27,0,77960.0,77535.0
101.2,75,100,90,0.0,3.3262,43.569,0.0001,100,1.0,-4000,0.00086787,12.095,12.08,82453,91270,6.468,298.02,311.09,1.8951,10,,23,,2.1929,0.18491,,,1.8111,0,,0,0,1,27,27,0,79139.0,79047.0
101.4,75,100,90,0.0,16.633,44.844,0.0001,100,1.0,-4000,0.00089799,12.059,12.118,81785,90517,6.4551,298.02,312.17,1.8819,10,,23,,2.1813,0.18503,,,1.7983,0,,0,0,1,27,27,0,79319.0,79228.0
101.6,75,100,90,0.0,35.085,46.444,0.0001,100,1.0,-4000,0.0009142,12.065,12.156,81121,89768,6.4622,298.02,312.11,1.8686,10,,23,,2.1588,0.18522,,,1.7856,0,,0,0,1,27,27,0,79497.0,79573.0
101.8,75,100,90,0.0,50.668,47.131,0.0001,100,1.0,-4000,0.00093608,12.054,12.193,80460,89022,6.4823,298.02,311.01,1.8554,10,,23,,2.1426,0.18537,,,1.7729,0,,0,0,1,27,27,0,78676.0,79252.0
102.0,75,100,90,0.0,58.225,46.905,0.0001,100,1.0,-4000,0.00092829,12.066,12.231,79801,88278,6.5071,298.01,307.95,1.8421,10,,23,,2.117,0.18559,,,1.7602,0,,0,0,1,27,27,0,78854.0,78430.0
102.2,75,100,90,0.0,55.878,44.798,0.0001,100,1.0,0,0.00091924,12.056,12.269,79845,88333,6.5,298.01,306.6,1.8396,10,,23,,2.1094,0.18565,,,1.7577,0,,0,0,1,27,27,0,80033.0,80110.0
102.4,75,100,90,0.0,56.488,43.979,0.0001,100,1.0,0,0.00090549,12.062,12.306,79889,88388,6.4944,298.0,305.23,1.8419,10,,23,,2.1069,0.18567,,,1.7599,0,,0,0,1,27,27,0,79711.0,79288.0
102.6,75,100,90,0.0,59.235,42.981,0.0001,100,1.0,0,0.00090861,12.041,12.344,79934,88443,6.4916,298.0,304.49,1.8445,10,,23,,2.12,0.18556,,,1.7624,0,,0,0,1,27,27,0,80389.0,80133.0
102.8,75,100,90,0.0,63.121,42.413,0.0001,100,1.0,0,0.00090184,12.044,12.381,79979,88500,6.4923,298.0,303.65,1.8471,10,,23,,2.1197,0.18556,,,1.7649,0,,0,0,1,27,27,0,79567.0,79311.0
103.0,75,100,90,0.0,66.714,41.668,0.0001,100,1.0,0,0.00090219,12.05,12.418,80025,88557,6.495,298.0,302.76,1.8497,10,,23,,2.1113,0.18562,,,1.7675,0,,0,0,1,27,27,0,80244.0,80155.0
103.2,75,100,90,0.0,69.213,40.803,0.0001,100,1.0,0,0.00089286,12.062,12.455,80072,88614,6.5003,297.99,301.63,1.8523,10,,23,,2.1051,0.18566,,,1.77,0,,0,0,1,27,27,0,79918.0,79829.0
103.4,75,100,90,0.0,69.6,39.634,0.0001,100,1.0,0,0.00088066,12.063,12.492,80118,88672,6.5063,297.99,299.97,1.8549,10,,23,,2.1077,0.18564,,,1.7724,0,,0,0,1,27,27,0,80591.0,81003.0
103.6,75,100,90,0.0,67.597,37.871,0.0001,100,1.0,0,0.00089742,12.019,12.529,80165,88729,6.5113,297.99,299.93,1.8575,10,,23,,2.1161,0.18557,,,1.7749,0,,0,0,1,27,27,0,80269.0,80015.0
103.8,75,100,90,0.0,63.589,37.437,0.0001,100,1.0,0,0.00088499,12.014,12.567,80210,88786,6.5139,297.99,299.33,1.86,10,,23,,2.1214,0.18552,,,1.7774,0,,0,0,1,27,27,0,81447.0,81526.0
104.0,75,100,90,0.0,58.575,36.451,0.0001,100,1.0,0,0.00089357,11.97,12.605,80254,88841,6.5118,297.99,300.32,1.8626,10,,23,,2.1347,0.18542,,,1.7798,0,,0,0,1,27,27,0,81127.0,80873.0
104.2,75,100,90,0.0,54.372,36.856,0.0001,100,1.0,0,0.00086619,12.0,12.642,80298,88896,6.5068,297.99,299.49,1.8651,10,,23,,2.1214,0.18551,,,1.7822,0,,0,0,1,27,27,0,81304.0,81050.0
104.4,75,100,90,0.0,52.191,35.679,0.0001,100,1.0,0,0.00087065,11.974,12.679,80341,88950,6.5012,297.99,299.93,1.8676,10,,23,,2.1268,0.18547,,,1.7846,0,,0,0,1,27,27,0,81480.0,81394.0
104.6,75,100,90,0.0,52.219,35.609,0.0001,100,1.0,0,0.00087147,11.965,12.717,80384,89004,6.4967,297.99,300.12,1.8701,10,,23,,2.1306,0.18543,,,1.787,0,,0,0,1,27,27,0,81657.0,82238.0
104.8,75,100,90,0.0,54.038,35.331,0.0001,100,1.0,0,0.00084997,11.998,12.754,80428,89058,6.4935,297.99,299.88,1.8726,10,,23,,2.1133,0.18556,,,1.7894,0,,0,0,1,27,27,0,81334.0,81581.0
105.0,75,100,90,0.0,57.163,34.678,0.0001,100,1.0,0,0.00086405,11.974,12.791,80472,89113,6.4921,297.99,300.94,1.875,10,,23,,2.1082,0.1856,,,1.7918,0,,0,0,1,27,27,0,82511.0,82759.0
105.2,75,100,90,0.0,60.857,35.197,0.0001,100,1.0,0,0.0008671,11.984,12.829,80517,89169,6.4926,297.99,301.44,1.8775,10,,23,,2.0915,0.18572,,,1.7941,0,,0,0,1,27,27,0,82190.0,82104.0
105.4,75,100,90,0.0,64.323,35.279,0.0001,100,1.0,0,0.00088603,11.951,12.867,80562,89226,6.4972,297.99,302.47,1.88,10,,23,,2.1056,0.18561,,,1.7965,0,,0,0,1,27,27,0,82369.0,82951.0
105.6,75,100,90,0.0,65.952,35.906,0.0001,100,1.0,0,0.00089542,11.918,12.905,80608,89283,6.5026,298.0,303.81,1.8825,10,,23,,2.1201,0.18549,,,1.799,0,,0,0,1,27,27,0,82051.0,82633.0
105.8,75,100,90,0.0,65.411,36.895,0.0001,100,1.0,0,0.00091298,11.881,12.944,80654,89340,6.5057,298.0,305.44,1.8851,10,,23,,2.1277,0.18543,,,1.8014,0,,0,0,1,27,27,0,82736.0,82985.0
106.0,75,100,90,0.0,63.664,38.274,0.0001,100,1.0,0,0.00092461,11.853,12.983,80699,89396,6.5072,298.01,307.39,1.8877,10,,23,,2.1289,0.18541,,,1.8039,0,,0,0,1,27,27,0,82922.0,83005.0
106.2,75,100,90,0.0,61.328,40.091,0.0001,100,1.0,0,0.0009048,11.866,13.022,80744,89452,6.5074,298.01,306.63,1.8902,10,,23,,2.1298,0.1854,,,1.8064,0,,0,0,1,27,27,0,83107.0,83690.0
106.4,75,100,90,0.0,58.875,39.651,0.0001,100,1.0,0,0.00091043,11.843,13.061,80789,89508,6.5072,298.01,306.76,1.8928,10,,23,,2.1328,0.18537,,,1.8088,0,,0,0,1,27,27,0,82791.0,83041.0
106.6,75,100,90,0.0,56.511,39.995,0.0001,100,1.0,0,0.00089381,11.865,13.099,80833,89563,6.5049,298.0,306.32,1.8953,10,,23,,2.1187,0.18548,,,1.8112,0,,0,0,1,27,27,0,83975.0,83892.0
106.8,75,100,90,0.0,55.064,39.822,0.0001,100,1.0,0,0.00089266,11.857,13.138,80876,89618,6.5034,298.0,306.37,1.8978,10,,23,,2.12,0.18546,,,1.8136,0,,0,0,1,27,27,0,84159.0,84409.0
107.0,75,100,90,0.0,54.239,40.059,0.0001,100,1.0,0,0.00089067,11.835,13.177,80920,89672,6.5003,298.0,305.99,1.9002,10,,23,,2.1354,0.18534,,,1.816,0,,0,0,1,27,27,0,83843.0,83761.0
107.2,75,100,90,0.0,54.655,39.909,0.0001,100,1.0,0,0.00089979,11.814,13.216,80963,89727,6.4975,298.01,306.58,1.9027,10,,23,,2.1403,0.1853,,,1.8183,0,,0,0,1,27,27,0,83529.0,83780.0
107.4,75,100,90,0.0,56.168,40.591,0.0001,100,1.0,0,0.00088878,11.833,13.255,81007,89782,6.4952,298.01,306.74,1.9051,10,,23,,2.1259,0.1854,,,1.8207,0,,0,0,1,27,27,0,83712.0,83964.0
107.6,75,100,90,0.0,58.624,40.936,0.0001,100,1.0,0,0.00087627,11.859,13.293,81051,89838,6.4946,298.0,305.87,1.9076,10,,23,,2.1064,0.18555,,,1.823,0,,0,0,1,27,27,0,84895.0,84480.0
107.8,75,100,90,0.0,61.312,40.376,0.0001,100,1.0,0,0.00089558,11.85,13.332,81096,89894,6.4949,298.0,306.24,1.91,10,,23,,2.0891,0.18568,,,1.8254,0,,0,0,1,27,27,0,84079.0,84664.0
108.0,75,100,90,0.0,63.889,40.86,0.0001,100,1.0,0,0.00089002,11.85,13.37,81142,89950,6.4976,298.0,305.13,1.9124,10,1504.4,23,1771.0,2.0926,0.18564,13.216,25.427,1.8277,0,49.215,0,0,1,27,27,0,84760.0,84513.0
108.2,75,100,90,0.0,65.362,40.036,0.0001,100,1.0,0,0.00089758,11.835,13.408,81187,90007,6.5005,298.0,305.71,1.9149,10,,23,,2.0925,0.18564,,,1.83,0,,0,0,1,27,27,0,85442.0,85528.0
108.4,75,100,90,0.0,65.664,40.643,0.0001,100,1.0,0,0.00089942,11.809,13.447,81233,90064,6.5025,298.01,307.04,1.9173,10,,23,,2.1034,0.18555,,,1.8324,0,,0,0,1,27,27,0,85124.0,85044.0
108.6,75,100,90,0.0,65.187,41.941,0.0001,100,1.0,0,0.00089454,11.818,13.485,81279,90121,6.5054,298.01,306.68,1.9198,10,,23,,2.0967,0.1856,,,1.8348,0,,0,0,1,27,27,0,85804.0,85724.0
108.8,75,100,90,0.0,63.544,41.848,0.0001,100,1.0,0,0.00087662,11.827,13.522,81324,90177,6.5097,298.0,305.7,1.9222,10,,23,,2.1001,0.18557,,,1.8371,0,,0,0,1,27,27,0,85482.0,85736.0
109.0,75,100,90,0.0,60.169,41.195,0.0001,100,1.0,0,0.000857,11.832,13.559,81369,90233,6.5117,298.0,303.22,1.9245,10,,23,,2.1026,0.18554,,,1.8393,0,,0,0,1,27,27,0,86159.0,86413.0
109.2,75,100,90,0.0,55.998,39.126,0.0001,100,1.0,0,0.0008439,11.845,13.597,81413,90287,6.5117,297.99,300.75,1.9268,10,,23,,2.0907,0.18563,,,1.8415,0,,0,0,1,27,27,0,85334.0,85422.0
109.4,75,100,90,0.0,51.826,36.859,0.0001,100,1.0,0,0.00084072,11.836,13.633,81455,90341,6.5075,297.99,299.69,1.9291,10,,23,,2.083,0.18569,,,1.8437,0,,0,0,1,27,27,0,86509.0,86764.0
109.6,75,100,90,0.0,49.346,35.61,0.0001,100,1.0,0,0.00082778,11.841,13.67,81498,90394,6.5022,297.98,298.45,1.9313,10,,23,,2.0807,0.1857,,,1.8459,0,,0,0,1,27,27,0,86183.0,85772.0
109.8,75,100,90,0.0,48.999,34.064,0.0001,100,1.0,0,0.00081359,11.868,13.707,81540,90448,6.4956,297.98,296.93,1.9335,10,,23,,2.0627,0.18583,,,1.848,0,,0,0,1,27,27,0,85856.0,85778.0
110.0,75,100,90,0.0,51.303,32.165,0.0001,100,1.0,0,0.00081479,11.854,13.743,81583,90501,6.4906,297.98,295.29,1.9357,10,,23,,2.0712,0.18576,,,1.8501,0,,0,0,1,27,27,0,87027.0,87116.0
110.2,75,100,90,0.0,55.578,30.009,0.0001,100,1.0,0,0.00083298,11.82,13.779,81627,90556,6.4879,297.97,294.68,1.9379,10,,23,,2.084,0.18566,,,1.8522,0,,0,0,1,27,27,0,86199.0,85956.0
110.4,75,100,90,0.0,60.939,28.616,0.0001,100,1.0,0,0.0008418,11.805,13.816,81672,90611,6.4891,297.98,295.52,1.9401,10,,23,,2.0937,0.18558,,,1.8544,0,,0,0,1,27,27,0,87373.0,87963.0
110.6,75,100,90,0.0,65.814,28.425,0.0001,100,1.0,0,0.00083009,11.824,13.852,81717,90668,6.4938,297.98,295.71,1.9424,10,,23,,2.0849,0.18565,,,1.8565,0,,0,0,1,27,27,0,87546.0,88136.0
110.8,75,100,90,0.0,68.816,27.715,0.0001,100,1.0,0,0.00082325,11.852,13.888,81764,90725,6.5001,297.98,295.94,1.9446,10,,23,,2.0616,0.18582,,,1.8586,0,,0,0,1,27,27,0,87218.0,86975.0
111.0,75,100,90,0.0,69.282,27.071,0.0001,100,1.0,0,0.00082159,11.845,13.925,81810,90783,6.5064,297.98,296.17,1.9468,10,,23,,2.062,0.18581,,,1.8607,0,,0,0,1,27,27,0,86890.0,87314.0
111.2,75,100,90,0.0,67.222,26.447,0.0001,100,1.0,0,0.00080499,11.845,13.961,81856,90839,6.5109,297.98,296.18,1.9489,10,,23,,2.0688,0.18576,,,1.8628,0,,0,0,1,27,27,0,87060.0,86651.0
111.4,75,100,90,0.0,63.396,25.654,0.0001,100,1.0,0,0.00081986,11.796,13.997,81901,90896,6.5126,297.98,297.35,1.9511,10,,23,,2.0828,0.18565,,,1.8649,0,,0,0,1,27,27,0,87233.0,87658.0
111.6,75,100,90,0.0,58.874,25.893,0.0001,100,1.0,0,0.00081106,11.794,14.034,81946,90951,6.5107,297.98,297.87,1.9533,10,,23,,2.0771,0.18568,,,1.867,0,,0,0,1,27,27,0,88407.0,88332.0
111.8,75,100,90,0.0,55.13,25.64,0.0001,100,1.0,0,0.00080581,11.784,14.071,81989,91005,6.5057,297.99,299.15,1.9554,10,,23,,2.0772,0.18568,,,1.869,0,,0,0,1,27,27,0,88082.0,88674.0
112.0,75,100,90,0.0,53.399,26.124,0.0001,100,1.0,0,0.00079623,11.794,14.107,82033,91059,6.4973,297.99,299.36,1.9575,10,,23,,2.0655,0.18576,,,1.8711,0,,0,0,1,27,27,0,88755.0,88681.0
112.2,75,100,90,0.0,55.015,25.77,0.0001,100,1.0,0,0.00078522,11.814,14.143,82076,91113,6.4915,297.99,299.24,1.9596,10,,23,,2.0556,0.18584,,,1.8731,0,,0,0,1,27,27,0,88427.0,88686.0
112.4,75,100,90,0.0,58.924,25.172,0.0001,100,1.0,0,0.00081382,11.77,14.18,82120,91169,6.4865,297.99,300.54,1.9617,10,,23,,2.0673,0.18574,,,1.8751,0,,0,0,1,27,27,0,88099.0,87692.0
112.6,75,100,90,0.0,64.835,25.814,0.0001,100,1.0,0,0.00079148,11.798,14.216,82166,91225,6.4862,297.99,300.59,1.9638,10,,23,,2.0644,0.18576,,,1.8771,0,,0,0,1,27,27,0,89269.0,89529.0
112.8,75,100,90,0.0,70.876,25.455,0.0001,100,1.0,0,0.00080285,11.784,14.251,82213,91282,6.4884,297.99,300.61,1.966,10,,23,,2.069,0.18572,,,1.8792,0,,0,0,1,27,27,0,88438.0,89032.0
113.0,75,100,90,0.0,76.033,25.094,0.0001,100,1.0,0,0.00079864,11.805,14.287,82260,91341,6.4922,297.99,300.84,1.9681,10,,23,,2.0493,0.18587,,,1.8812,0,,0,0,1,27,27,0,88609.0,88536.0
113.2,75,100,90,0.0,79.659,24.926,0.0001,100,1.0,0,0.00079901,11.816,14.323,82309,91400,6.4978,297.99,300.72,1.9702,10,,23,,2.0356,0.18597,,,1.8833,0,,0,0,1,27,27,0,88778.0,88705.0
113.4,75,100,90,0.0,81.053,24.458,0.0001,100,1.0,0,0.00078709,11.834,14.359,82357,91460,6.5038,297.99,299.03,1.9723,10,,23,,2.0284,0.18602,,,1.8853,0,,0,0,1,27,27,0,89445.0,89040.0
113.6,75,100,90,0.0,80.052,22.615,0.0001,100,1.0,0,0.00080497,11.786,14.394,82406,91519,6.5079,297.99,298.7,1.9744,10,,23,,2.0424,0.18591,,,1.8873,0,,0,0,1,27,27,0,89615.0,90044.0
113.8,75,100,90,0.0,77.414,21.838,0.0001,100,1.0,0,0.00079018,11.793,14.43,82454,91578,6.5109,297.98,297.91,1.9765,10,,23,,2.0411,0.18591,,,1.8893,0,,0,0,1,27,27,0,90284.0,90546.0
114.0,75,100,90,0.0,73.565,20.588,0.0001,100,1.0,0,0.00078839,11.78,14.466,82501,91636,6.5101,297.98,297.93,1.9786,10,,23,,2.0384,0.18593,,,1.8913,0,,0,0,1,27,27,0,90453.0,90215.0
114.2,75,100,90,0.0,70.071,19.991,0.0001,100,1.0,0,0.00080341,11.726,14.502,82548,91694,6.5061,297.99,299.13,1.9807,10,,23,,2.0581,0.18578,,,1.8934,0,,0,0,1,27,27,0,90623.0,90553.0
114.4,75,100,90,0.0,68.163,20.414,0.0001,100,1.0,0,0.00083658,11.663,14.539,82594,91751,6.4987,297.99,302.06,1.9829,10,,23,,2.0729,0.18566,,,1.8954,0,,0,0,1,27,27,0,90799.0,90728.0
114.6,75,100,90,0.0,69.223,22.448,0.0001,100,1.0,0,0.00081747,11.674,14.575,82640,91808,6.4933,298.0,303.05,1.985,10,,23,,2.0758,0.18563,,,1.8975,0,,0,0,1,27,27,0,89972.0,90235.0
114.8,75,100,90,0.0,72.404,23.019,0.0001,100,1.0,0,0.000826,11.648,14.612,82687,91866,6.4917,298.0,303.78,1.9872,10,,23,,2.0873,0.18554,,,1.8996,0,,0,0,1,27,27,0,90146.0,90076.0
115.0,75,100,90,0.0,76.225,23.494,0.0001,100,1.0,0,0.00079716,11.71,14.648,82735,91925,6.4935,297.99,302.35,1.9894,10,,23,,2.0637,0.18572,,,1.9017,0,,0,0,1,27,27,0,90315.0,89912.0
115.2,75,100,90,0.0,79.326,22.16,0.0001,100,1.0,0,0.00079198,11.723,14.683,82783,91984,6.4966,297.99,301.17,1.9915,10,,23,,2.0497,0.18582,,,1.9037,0,,0,0,1,27,27,0,90485.0,90082.0
115.4,75,100,90,0.0,81.19,20.948,0.0001,100,1.0,0,0.00079156,11.714,14.719,82832,92044,6.5034,297.99,300.12,1.9935,10,,23,,2.0571,0.18576,,,1.9057,0,,0,0,1,27,27,0,91154.0,91418.0
115.6,75,100,90,0.0,80.34,19.729,0.0001,100,1.0,0,0.00076493,11.745,14.754,82880,92104,6.5116,297.98,297.81,1.9956,10,,23,,2.0474,0.18583,,,1.9077,0,,0,0,1,27,27,0,90821.0,90586.0
115.8,75,100,90,0.0,76.209,17.312,0.0001,100,1.0,0,0.00076745,11.706,14.79,82928,92162,6.5162,297.98,296.45,1.9976,10,,23,,2.0666,0.18568,,,1.9096,0,,0,0,1,27,27,0,90990.0,91088.0
116.0,75,100,90,0.0,70.27,15.533,0.0001,100,1.0,0,0.000771,11.661,14.826,82975,92219,6.5157,297.98,295.51,1.9996,10,,23,,2.0901,0.1855,,,1.9115,0,,0,0,1,27,27,0,92161.0,92093.0
116.2,75,100,90,0.0,64.542,13.972,0.0001,100,1.0,0,0.00075109,11.661,14.862,83020,92276,6.5113,297.97,294.57,2.0016,10,,23,,2.0975,0.18544,,,1.9135,0,,0,0,1,27,27,0,91329.0,91428.0
116.4,75,100,90,0.0,60.57,12.312,0.0001,100,1.0,0,0.00072744,11.673,14.897,83065,92331,6.5043,297.97,293.51,2.0035,10,,23,,2.0967,0.18544,,,1.9153,0,,0,0,1,27,27,0,92495.0,92095.0
116.6,75,100,90,0.0,59.38,10.461,0.0001,100,1.0,0,0.00071258,11.699,14.931,83109,92386,6.4978,297.97,292.31,2.0054,10,,23,,2.0761,0.18559,,,1.9171,0,,0,0,1,27,27,0,91660.0,91259.0
116.8,75,100,90,0.0,60.773,8.3881,0.0001,100,1.0,0,0.00073237,11.63,14.967,83154,92441,6.4923,297.97,292.65,2.0073,10,,23,,2.1133,0.18531,,,1.919,0,,0,0,1,27,27,0,92826.0,92426.0
